model_name,family,run_name,raw_epoch,epoch,train_loss,val_loss,precision,recall,map50,map50_95,f1,time_seconds,dataset_resolution,input_resolution,training_seconds,best_weights,class_ap_biodegradable,class_ap_cardboard,class_ap_glass,class_ap_metal,class_ap_paper,class_ap_plastic
YOLO11-M,yolo,yolo11m_data640_img640,15,15,3.22829,3.2559899999999997,0.60756,0.50811,0.5637,0.39685,0.5534025502159657,5903.29,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
YOLO11-M,yolo,yolo11m_data640_img640,16,16,3.14743,3.20983,0.61152,0.52088,0.57174,0.40596,0.5625724789821948,6293.46,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
YOLO11-M,yolo,yolo11m_data640_img640,17,17,3.08338,3.2019900000000003,0.63,0.51194,0.58138,0.4101,0.5648671558921091,6683.76,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
YOLO11-M,yolo,yolo11m_data640_img640,18,18,3.02259,3.18185,0.62676,0.5174,0.5803,0.41229,0.5668536288626007,7076.88,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
YOLO11-M,yolo,yolo11m_data640_img640,19,19,2.98673,3.15869,0.60797,0.53565,0.58434,0.41503,0.5695233215573622,7467.94,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
YOLO11-M,yolo,yolo11m_data640_img640,20,20,2.9571699999999996,3.15051,0.61608,0.53387,0.5868,0.41743,0.5720364008864975,7864.78,640,640,7927.699025136011,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/yolo11m_data640_img640_best.pt,,,,,,
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,0,1,5.893513202667236,5.298896789550781,0.6491881608963013,0.5171561241149902,0.5973552465438843,0.4239780902862549,0.5647615790367126,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4030576944351196,0.5447900295257568,0.6576618552207947,0.5344752669334412,0.0701778531074523,0.333705872297287
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,1,2,5.084769248962402,5.320562839508057,0.632967472076416,0.557612419128418,0.6073845624923706,0.4268838763236999,0.5881865620613098,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.380339503288269,0.5406158566474915,0.6668067574501038,0.5379272103309631,0.0717674195766449,0.3638465106487274
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,2,3,4.787501335144043,5.172216892242432,0.625160276889801,0.5992410182952881,0.6308851838111877,0.4338451623916626,0.6117693781852722,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.3773432672023773,0.5436863899230957,0.6686621308326721,0.5354881286621094,0.0733752697706222,0.4045157134532928
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,3,4,4.641928195953369,4.882136344909668,0.697648286819458,0.5607663989067078,0.6341408491134644,0.461359828710556,0.6191964149475098,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4369188249111175,0.5817937254905701,0.6990997195243835,0.580428421497345,0.0745036453008651,0.3954147100448608
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,4,5,4.478789329528809,5.126999378204346,0.6620400547981262,0.5895150899887085,0.6420877575874329,0.4478293061256408,0.6229281425476074,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4036934077739715,0.5695183277130127,0.681576132774353,0.5567528605461121,0.078389398753643,0.3970456123352051
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,5,6,4.444841384887695,5.204935073852539,0.672104001045227,0.5758206844329834,0.6383026242256165,0.4368979632854461,0.6157612800598145,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.392403781414032,0.5531997680664062,0.650854766368866,0.5483017563819885,0.0727097764611244,0.4039179384708404
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,6,7,4.392582893371582,5.153139591217041,0.6673539280891418,0.6006866693496704,0.651358425617218,0.4463782906532287,0.6279467940330505,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4014127254486084,0.5574145317077637,0.6721550226211548,0.551095187664032,0.0800687223672866,0.4161235690116882
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,7,8,4.2922539710998535,4.990224838256836,0.6776704788208008,0.5859369039535522,0.6450100541114807,0.4647957682609558,0.6239175200462341,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4286960661411285,0.565078854560852,0.7029164433479309,0.5888512134552002,0.0651398822665214,0.4380921423435211
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,8,9,4.2092790603637695,4.992994785308838,0.6604558825492859,0.6174724102020264,0.6421843767166138,0.4573655128479004,0.6348447799682617,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4181663393974304,0.5706735849380493,0.69624263048172,0.5750893354415894,0.081205353140831,0.4028159379959106
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,9,10,4.110807418823242,5.142399311065674,0.7114955186843872,0.5702196359634399,0.6390668749809265,0.4544722437858581,0.6282075643539429,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4114843308925628,0.5650978088378906,0.668688952922821,0.5788179039955139,0.0766251981258392,0.4261192977428436
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,10,11,3.9956367015838623,5.06399393081665,0.7033445835113525,0.5941329598426819,0.6521634459495544,0.4676384925842285,0.6398887038230896,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4203199744224548,0.575667142868042,0.6972541809082031,0.5838009715080261,0.0776791870594024,0.4511094391345978
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,11,12,3.9652602672576895,5.049635410308838,0.7000672817230225,0.5974864959716797,0.6304499506950378,0.4462013840675354,0.6356188654899597,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4195653796195984,0.5703898668289185,0.6814380288124084,0.5626507997512817,0.0819284245371818,0.3612358570098877
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,12,13,3.963859796524048,5.023097515106201,0.6583127379417419,0.6276692748069763,0.6468291878700256,0.4642920792102813,0.6372617483139038,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4303323030471802,0.5778763294219971,0.6900768280029297,0.5794636607170105,0.0839268714189529,0.4240764677524566
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,13,14,3.896604061126709,5.042489528656006,0.6781378388404846,0.6004704236984253,0.6489914059638977,0.4551779925823211,0.6351082921028137,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4181175827980041,0.5703147053718567,0.6831904649734497,0.5732533931732178,0.0769051313400268,0.4092866778373718
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,14,15,3.888895511627197,5.2111496925354,0.7302330732345581,0.5983355045318604,0.6610968112945557,0.4519183039665222,0.6560996174812317,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.3906994760036468,0.57953280210495,0.6704798340797424,0.5487931370735168,0.0897479355335235,0.4322565793991089
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,15,16,3.8629419803619385,5.019771575927734,0.7280572652816772,0.5870947241783142,0.6454182863235474,0.4658222794532776,0.6401352882385254,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.432713896036148,0.5645924806594849,0.6954086422920227,0.5825375914573669,0.0675540789961814,0.452127069234848
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,16,17,3.8167994022369385,5.023321628570557,0.7176365256309509,0.5994299054145813,0.6515266299247742,0.469467431306839,0.6511337161064148,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4206439852714538,0.5704361796379089,0.6990340948104858,0.5778669118881226,0.0564677417278289,0.492355614900589
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,17,18,3.75794529914856,4.970879554748535,0.7066069841384888,0.5808096528053284,0.6350811123847961,0.4569437503814697,0.6357792615890503,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4137226343154907,0.5668219327926636,0.6863501667976379,0.5843267440795898,0.0772841349244117,0.4131569266319275
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,18,19,3.7496418952941895,5.202785968780518,0.6611683964729309,0.6164402961730957,0.6351040601730347,0.4470028281211853,0.6350708603858948,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.4059775471687317,0.5505967736244202,0.6693295240402222,0.5590148568153381,0.0878433734178543,0.4092549085617065
RF-DETR-S,rfdetr,rfdetr_small_data640_img512,19,20,3.705751180648804,5.0836286544799805,0.7342508435249329,0.6095847487449646,0.6530861258506775,0.4634557366371155,0.6653884649276733,,640,512,17042.248981022043,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_small_data640_img512_best.pth,0.408554196357727,0.5695452690124512,0.6937477588653564,0.574141263961792,0.089564099907875,0.4451817572116852
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,0,1,7.240461826324463,6.5587663650512695,0.656474232673645,0.5338020324707031,0.6170437932014465,0.4401852190494537,0.5806097984313965,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.40207040309906,0.5590874552726746,0.670043408870697,0.5462462306022644,0.0706043392419815,0.3930595219135284
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,1,2,6.209422111511231,6.193210124969482,0.6624677181243896,0.5653627514839172,0.6363309025764465,0.4615793526172638,0.6051110029220581,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4167429804801941,0.5834162831306458,0.686355471611023,0.5679740905761719,0.0731068328022956,0.4418805241584778
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,2,3,5.829211235046387,6.108638763427734,0.6884285807609558,0.5588822364807129,0.6417231559753418,0.4594773054122925,0.613593339920044,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4231387376785278,0.5760671496391296,0.6915684342384338,0.5757707953453064,0.0738866180181503,0.416432112455368
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,3,4,5.6124372482299805,6.20416784286499,0.6633778214454651,0.5864275097846985,0.6435434818267822,0.4704752266407013,0.6169217228889465,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4500226378440857,0.5946464538574219,0.7004675269126892,0.592038094997406,0.066423162817955,0.4192534387111664
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,4,5,5.467331886291504,6.174054145812988,0.6910405158996582,0.5899947285652161,0.6467673778533936,0.4612983167171478,0.6358955502510071,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4225435554981231,0.5853189826011658,0.6785067319869995,0.585397481918335,0.0793005675077438,0.4167225956916809
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,5,6,5.304657936096191,6.351001262664795,0.6786200404167175,0.5887930393218994,0.6499089002609253,0.4532191753387451,0.629882276058197,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4018840789794922,0.5927878022193909,0.6768757700920105,0.5625383257865906,0.0781644731760025,0.4070645570755005
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,6,7,5.170844078063965,6.187229633331299,0.7022817730903625,0.6064397096633911,0.6507177948951721,0.4646977186203003,0.6505785584449768,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4191722571849823,0.5915412306785583,0.6879324913024902,0.5796675682067871,0.0810277611017227,0.4288449585437774
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,7,8,5.085018157958984,6.459799766540527,0.7008102536201477,0.589766263961792,0.6417776346206665,0.4517637193202972,0.6378786563873291,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.3981153964996338,0.5749623775482178,0.6847197413444519,0.5863670706748962,0.0771665424108505,0.3892512023448944
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,8,9,5.028683662414551,6.171106338500977,0.6973817348480225,0.6189777851104736,0.6471445560455322,0.4665133357048034,0.6553630828857422,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.436882346868515,0.5820340514183044,0.6879106163978577,0.5927976369857788,0.09037846326828,0.4090769588947296
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,9,10,4.920355319976807,6.207093238830566,0.7023153305053711,0.6021601557731628,0.6466495990753174,0.4678964018821716,0.6437053680419922,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4374476671218872,0.5816844701766968,0.6968365907669067,0.5810215473175049,0.0822222381830215,0.428165853023529
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,10,11,4.804713726043701,6.285237312316895,0.7137906551361084,0.5947943329811096,0.6500862836837769,0.4591960310935974,0.6458653807640076,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4123091101646423,0.5768193602561951,0.6855275630950928,0.5697199702262878,0.0852049514651298,0.4255951642990112
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,11,12,4.7619309425354,6.354813098907471,0.6850740909576416,0.6364120244979858,0.6511513590812683,0.4578904211521148,0.6556724309921265,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4022103548049927,0.5789079666137695,0.6874303817749023,0.5587822198867798,0.0878042578697204,0.4322074055671692
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,12,13,4.766529560089111,6.24869966506958,0.7084521055221558,0.6255753040313721,0.660298228263855,0.4709204435348511,0.658977210521698,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4341798424720764,0.575892984867096,0.6900743246078491,0.5768404006958008,0.0393140278756618,0.5092211961746216
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,13,14,4.661811828613281,6.207047462463379,0.7466440200805664,0.5996547341346741,0.6668968200683594,0.4732138216495514,0.6647639870643616,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4219196736812591,0.5863721966743469,0.6833584904670715,0.5819077491760254,0.0931782275438308,0.472546637058258
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,14,15,4.644609928131104,6.117434978485107,0.6691954731941223,0.6599417328834534,0.6654102206230164,0.4743972718715668,0.6619812846183777,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4338564872741699,0.5906714200973511,0.689754068851471,0.5889616012573242,0.085215076804161,0.4579249620437622
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,15,16,4.606847763061523,6.185431480407715,0.6969273686408997,0.5958001017570496,0.6468044519424438,0.4674696326255798,0.6408777832984924,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4307183623313904,0.585018515586853,0.7017829418182373,0.5768029689788818,0.085841491818428,0.4246535897254944
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,16,17,4.56790828704834,6.127077579498291,0.6825175285339355,0.63528972864151,0.6465753316879272,0.4691983163356781,0.6538262963294983,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4417355954647064,0.5812584161758423,0.7018790245056152,0.5884594321250916,0.0864298120141029,0.4154276847839355
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,17,18,4.520877361297607,6.343847274780273,0.704309344291687,0.6193171739578247,0.6500996351242065,0.4599694311618805,0.6550984382629395,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4371407628059387,0.573096752166748,0.6804982423782349,0.5745769739151001,0.0814274027943611,0.4130765199661255
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,18,19,4.485313415527344,6.3219404220581055,0.7151960134506226,0.6138187646865845,0.6567777991294861,0.4637789130210876,0.6600096821784973,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4132850170135498,0.5798774361610413,0.6930899024009705,0.571582019329071,0.0777023360133171,0.447136789560318
RF-DETR-M,rfdetr,rfdetr_medium_data640_img576,19,20,4.456246376037598,6.3250274658203125,0.7047984004020691,0.6086039543151855,0.6546555757522583,0.4619131088256836,0.6524029970169067,,640,576,20946.32367690798,/home/mikolaj/work/yolo-vs-rfdetr/trained_weights/rfdetr_medium_data640_img576_best.pth,0.4214076995849609,0.5797234177589417,0.6866980791091919,0.5616732835769653,0.0882274955511093,0.433748722076416
